Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
249,Dale Hunter,25,QUE,C,80,28,42,70,7,265,4.8,21,7,0,4,36,6,0,151,18.5,,,hunteda02
250,Dave Hunter,28,EDM,LW,62,15,22,37,39,77,2.3,15,0,0,1,20,0,2,110,13.6,,,hunteda01
251,Mark Hunter,23,STL,RW,78,44,30,74,13,171,6.3,31,11,2,3,23,7,0,204,21.6,,,huntema01
252,Tim Hunter,25,CGY,RW,66,8,7,15,-8,291,-0.6,6,2,0,2,6,1,0,65,12.3,,,hunteti01
253,Al Iafrate,19,TOR,D,65,8,25,33,-13,40,3.7,6,2,0,2,13,12,0,97,8.2,,,iafraal01
254,Miroslav Ihnačák,23,TOR,LW,21,2,4,6,-7,27,-0.2,1,1,0,0,4,0,0,25,8.0,,,ihnacmi01
255,Peter Ihnačák,28,TOR,C,63,18,27,45,-8,16,2.5,13,5,0,1,21,6,0,96,18.8,,,ihnacpe01
256,Don Jackson,29,EDM,D,45,2,8,10,3,93,1.2,2,0,0,0,8,0,0,34,5.9,,,jacksdo02
257,Jeff Jackson,20,TOR,LW,5,1,2,3,3,2,0.2,1,0,0,0,2,0,0,2,50.0,,,jacksje01
258,Risto Jalo,23,EDM,C,3,0,3,3,2,0,0.1,0,0,0,0,3,0,0,3,0.0,,,jalori01
259,Doug Jarvis,30,TOT,C,82,9,18,27,3,36,0.4,6,0,3,0,17,0,1,74,12.2,,,jarvido01
259,Doug Jarvis,30,HAR,C,57,8,16,24,8,20,0.9,5,0,3,0,15,0,1,55,14.5,,,jarvido01
259,Doug Jarvis,30,WSH,C,25,1,2,3,-5,16,-0.5,1,0,0,0,2,0,0,19,5.3,,,jarvido01
260,Wes Jarvis,27,TOR,C,2,1,0,1,-1,2,0.1,1,0,0,0,0,0,0,2,50.0,,,jarviwe01
261,Chris Jensen,22,NYR,C,9,1,3,4,1,0,0.1,1,0,0,1,2,1,0,18,5.6,,,jensech01
262,David Jensen,24,MNS,D,5,0,0,0,-2,7,0.0,0,0,0,0,0,0,0,1,0.0,,,jenseda02
263,David Jensen,20,WSH,C,5,1,0,1,1,0,0.0,1,0,0,0,0,0,0,5,20.0,,,jenseda03
264,Glenn Johannesen,23,NYI,D,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,2,0.0,,,johangl01
265,Jim Johnson,23,PIT,D,80,3,26,29,11,115,5.5,3,0,0,0,19,7,0,118,2.5,,,johnsji02
266,Mark Johnson,28,NJD,LW,80,21,41,62,-12,16,3.2,14,6,1,3,23,18,0,167,12.6,,,johnsma02
267,Terry Johnson,27,TOT,D,73,1,8,9,-12,158,2.2,1,0,0,0,6,1,1,32,3.1,,,johnste01
267,Terry Johnson,27,STL,D,49,0,4,4,-10,87,1.4,0,0,0,0,3,0,1,21,0.0,,,johnste01
267,Terry Johnson,27,CGY,D,24,1,4,5,-2,71,0.8,1,0,0,0,3,1,0,11,9.1,,,johnste01
268,Greg Johnston,21,BOS,RW,20,0,2,2,-1,0,-0.4,0,0,0,0,2,0,0,11,0.0,,,johnsgr01
269,Eddie Johnstone,31,DET,RW,3,1,0,1,1,2,0.1,1,0,0,0,0,0,0,3,33.3,,,johnsed02
270,Tomas Jonsson,25,NYI,D,77,14,30,44,16,62,6.8,8,5,1,1,16,13,1,119,11.8,,,jonssto01
271,Claude Julien,25,QUE,D,13,0,1,1,2,25,0.6,0,0,0,0,1,0,0,4,0.0,,,juliecl01
272,Steve Kasper,24,BOS,C,80,17,23,40,-10,73,1.6,13,1,3,1,22,0,1,149,11.4,,,kaspest01
273,Ed Kastelic,22,WSH,RW,15,0,0,0,0,73,-0.4,0,0,0,0,0,0,0,2,0.0,,,kasteed01
274,John Paul Kelly,26,LAK,LW,61,6,9,15,-16,50,-0.5,6,0,0,0,8,1,0,38,15.8,,,kellyjo01
275,Dean Kennedy,23,LAK,D,78,2,10,12,-10,132,2.3,2,0,0,0,9,1,0,59,3.4,,,kennede01
276,Alan Kerr,21,NYI,LW,7,0,1,1,1,16,-0.1,0,0,0,0,1,0,0,9,0.0,,,kerral01
277,Tim Kerr,26,PHI,RW,76,58,26,84,-2,79,7.7,24,34,0,7,10,16,0,285,20.4,,,kerrti01
278,Kelly Kisio,26,DET,C,76,21,48,69,-19,85,4.0,11,7,3,0,30,18,0,140,15.0,,,kisioke01
279,Scot Kleinendorst,26,HAR,D,41,2,7,9,8,62,2.4,2,0,0,0,7,0,0,27,7.4,,,kleinsc01
280,Petr Klíma,21,DET,LW,74,32,24,56,-37,16,3.4,24,8,0,4,13,11,0,178,18.0,,,klimape01
281,Gord Kluzak,21,BOS,D,70,8,31,39,2,153,5.8,5,3,0,0,20,10,1,114,7.0,,,kluzago01
282,Joe Kocur,21,DET,RW,59,9,6,15,-25,377,-0.4,7,2,0,0,2,4,0,65,13.8,,,kocurjo01
283,Steve Konroyd,24,TOT,D,73,7,25,32,27,80,5.6,6,1,0,1,16,8,1,124,5.6,,,konrost01
283,Steve Konroyd,24,CGY,D,59,7,20,27,23,64,4.6,6,1,0,1,11,8,1,111,6.3,,,konrost01
283,Steve Konroyd,24,NYI,D,14,0,5,5,4,16,0.9,0,0,0,0,5,0,0,13,0.0,,,konrost01
284,John Kordic,20,MTL,D,5,0,1,1,1,12,0.3,0,0,0,0,1,0,0,0,,,,kordijo01
285,Roger Kortko,22,NYI,C,52,5,8,13,-10,19,-0.5,5,0,0,1,8,0,0,49,10.2,,,kortkro01
286,Chris Kotsopoulos,27,TOR,D,61,6,11,17,-6,83,2.7,6,0,0,0,10,1,0,69,8.7,,,kotsoch01
287,Richard Kromm,21,TOT,LW,77,19,24,43,17,35,2.4,19,0,0,2,21,3,0,120,15.8,,,krommri01
287,Richard Kromm,21,CGY,LW,63,12,17,29,9,31,1.2,12,0,0,2,17,0,0,97,12.4,,,krommri01
287,Richard Kromm,21,NYI,LW,14,7,7,14,8,4,1.2,7,0,0,0,4,3,0,23,30.4,,,krommri01
288,Mike Krushelnyski,25,EDM,LW,54,16,24,40,11,22,2.1,13,3,0,1,16,8,0,98,16.3,,,krushmi01
289,Mark Kumpel,24,QUE,RW,47,10,12,22,10,17,1.3,10,0,0,3,11,1,0,76,13.2,,,kumpema01
290,Jari Kurri*,25,EDM,RW,78,68,63,131,45,22,11.8,46,16,6,9,41,18,4,236,28.8,,,kurrija01
291,Tom Kurvers,23,MTL,D,62,7,23,30,10,36,5.4,4,3,0,1,15,8,0,69,10.1,,,kurveto01
292,Jim Kyte,21,WIN,D,71,1,3,4,-20,126,1.4,1,0,0,0,2,0,1,28,3.6,,,kyteji01
293,Normand Lacombe,21,BUF,RW,25,6,7,13,7,13,0.9,3,3,0,2,7,0,0,38,15.8,,,lacomno01
294,Randy Ladouceur,25,DET,D,78,5,13,18,-55,196,0.9,5,0,0,1,12,1,0,92,5.4,,,ladoura01
295,Pat LaFontaine*,20,NYI,C,65,30,23,53,15,43,4.2,28,2,0,4,18,5,0,172,17.4,,,lafonpa01
296,Tom Laidlaw,27,NYR,D,68,6,12,18,-2,103,4.0,5,0,1,0,11,1,0,49,12.2,,,laidlto01
297,Mike Lalor,22,MTL,D,62,3,5,8,-4,56,2.9,3,0,0,0,4,0,1,44,6.8,,,lalormi01
298,Mark Lamb,21,CGY,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,lambma01
299,Lane Lambert,21,DET,RW,34,2,3,5,-10,130,-0.6,2,0,0,0,3,0,0,32,6.3,,,lambela01
300,Chris Langevin,26,BUF,LW,16,2,1,3,3,20,0.0,2,0,0,0,1,0,0,10,20.0,,,langech01
301,Dave Langevin,31,MNS,D,80,0,8,8,-16,58,2.0,0,0,0,0,8,0,0,46,0.0,,,langeda01
302,Rod Langway*,28,WSH,D,71,1,17,18,27,61,5.4,0,1,0,0,17,0,0,54,1.9,,,langwro01
303,Jean-Marc Lanthier,22,VAN,RW,62,7,10,17,-17,12,-0.1,4,3,0,1,9,1,0,50,14.0,,,lanthje01
304,Rick Lanz,24,VAN,D,75,15,38,53,-25,73,6.5,4,11,0,0,17,18,3,190,7.9,,,lanzri01
305,Rick Lapointe,30,LAK,D,20,0,4,4,-13,18,0.1,0,0,0,0,4,0,0,7,0.0,,,lapoiri01
306,Jeff Larmer,23,CBH,LW,2,0,0,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,,,larmeje01
307,Steve Larmer,24,CBH,RW,80,31,45,76,11,47,5.3,17,13,1,3,27,16,2,184,16.8,,,larmest01
308,Pierre Larouche,30,NYR,RW,28,20,7,27,-6,4,2.4,13,7,0,2,5,1,1,85,23.5,,,laroupi01
309,Reed Larson,29,TOT,D,80,22,45,67,-30,117,7.0,10,12,0,0,24,20,1,246,8.9,,,larsore01
309,Reed Larson,29,DET,D,67,19,41,60,-35,109,5.6,8,11,0,0,21,19,1,205,9.3,,,larsore01
309,Reed Larson,29,BOS,D,13,3,4,7,5,8,1.4,2,1,0,0,3,1,0,41,7.3,,,larsore01
310,David Latta,19,QUE,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,,,lattada01
311,Craig Laughlin,28,WSH,RW,75,30,45,75,24,43,6.0,20,10,0,4,27,18,0,114,26.3,,,laughcr01
312,Kevin LaVallee,24,STL,LW,64,18,20,38,9,6,2.4,11,7,0,2,13,7,0,129,14.0,,,lavalke01
313,Mark LaVarre,20,CBH,RW,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,,,lavarma01
314,Paul Lawless,21,HAR,LW,64,17,21,38,-3,20,2.0,12,5,0,1,19,2,0,140,12.1,,,lawlepa01
315,Brian Lawton,20,MNS,LW,65,18,17,35,9,36,2.1,14,4,0,6,17,0,0,98,18.4,,,lawtobr01
316,Steve Leach,20,WSH,RW,11,1,1,2,0,2,-0.1,1,0,0,0,1,0,0,4,25.0,,,leachst01
317,Jim Leavins,25,DET,D,37,2,11,13,-23,26,0.9,1,1,0,0,7,4,0,63,3.2,,,leaviji01
318,Grant Ledyard,24,TOT,D,79,9,27,36,-27,98,4.0,5,4,0,2,14,13,0,170,5.3,,,ledyagr01
318,Grant Ledyard,24,LAK,D,52,7,18,25,-23,78,2.3,3,4,0,2,11,7,0,113,6.2,,,ledyagr01
318,Grant Ledyard,24,NYR,D,27,2,9,11,-4,20,1.7,2,0,0,0,3,6,0,57,3.5,,,ledyagr01
319,Gary Leeman,21,TOR,RW,53,9,23,32,-2,20,1.4,7,1,1,0,17,6,0,123,7.3,,,leemaga01
320,Ken Leiter,24,NYI,D,9,1,1,2,0,6,0.4,1,0,0,0,0,1,0,9,11.1,,,leiteke01
321,Moe Lemay,23,VAN,LW,48,16,15,31,-14,92,1.9,10,6,0,1,10,5,0,112,14.3,,,lemaymo01
322,Alain Lemieux,24,QUE,C,7,0,0,0,-1,2,-0.2,0,0,0,0,0,0,0,1,0.0,,,lemieal01
323,Claude Lemieux,20,MTL,RW,10,1,2,3,-6,22,-0.1,0,1,0,0,2,0,0,16,6.3,,,lemiecl01
324,Mario Lemieux*,20,PIT,C,79,48,93,141,-8,43,10.9,31,17,0,4,44,49,0,276,17.4,,,lemiema01
325,Don Lever,33,BUF,LW,29,7,1,8,-5,6,0.2,6,0,1,1,1,0,0,31,22.6,,,leverdo01
326,Craig Levie,26,MNS,D,14,2,2,4,-7,8,0.4,2,0,0,0,0,2,0,22,9.1,,,leviecr01
327,Dave Lewis,32,NJD,D,69,0,15,15,0,81,2.6,0,0,0,0,12,2,1,38,0.0,,,lewisda02
328,Doug Lidster,25,VAN,D,78,12,16,28,-10,56,5.4,10,1,1,0,13,2,1,152,7.9,,,lidstdo01
329,Willy Lindström,34,PIT,RW,71,14,17,31,-1,30,1.3,14,0,0,1,15,1,1,87,16.1,,,lindswi01
330,Ken Linseman,27,BOS,C,64,23,58,81,15,95,5.9,15,8,0,3,30,28,0,132,17.4,,,linseke01
331,Claude Loiselle,22,DET,C,48,7,15,22,-25,142,0.2,5,2,0,1,9,4,2,84,8.3,,,loisecl01
332,Troy Loney,22,PIT,LW,47,3,9,12,-8,95,-0.3,3,0,0,1,9,0,0,50,6.0,,,loneytr01
333,Håkan Loob,25,CGY,RW,68,31,36,67,24,36,5.3,21,10,0,1,27,6,3,174,17.8,,,loobha01
334,Bob Lorimer,32,NJD,D,46,2,2,4,-13,52,0.8,2,0,0,0,2,0,0,28,7.1,,,lorimbo01
335,Kevin Lowe*,26,EDM,D,74,2,16,18,25,90,3.0,2,0,0,0,15,1,0,57,3.5,,,loweke01
336,Dave Lowry,20,VAN,LW,73,10,8,18,-18,143,-0.1,9,1,0,1,7,1,0,66,15.2,,,lowryda01
337,Jan Ludvig,24,NJD,RW,42,5,9,14,-16,63,-0.3,5,0,0,0,5,4,0,72,6.9,,,ludvija01
338,Craig Ludwig,24,MTL,D,69,2,4,6,7,63,3.5,2,0,0,0,4,0,0,61,3.3,,,ludwicr01
339,Steve Ludzik,24,CBH,LW,49,6,5,11,-2,21,-0.3,5,0,1,0,5,0,0,41,14.6,,,ludzist01
340,Morris Lukowich,29,TOT,LW,69,12,13,25,-18,61,0.3,12,0,0,0,9,4,0,110,10.9,,,lukowmo01
340,Morris Lukowich,29,LAK,LW,55,11,9,20,-20,51,0.2,11,0,0,0,6,3,0,85,12.9,,,lukowmo01
340,Morris Lukowich,29,BOS,LW,14,1,4,5,2,10,0.1,1,0,0,0,3,1,0,25,4.0,,,lukowmo01
341,Dave Lumley,31,EDM,RW,46,11,9,20,13,35,0.8,10,1,0,1,9,0,0,33,33.3,,,lumleda01
342,Bengt Lundholm,30,WIN,RW,16,3,5,8,-4,6,0.3,2,0,1,0,4,0,1,14,21.4,,,lundhbe01
343,Gary Lupul,26,VAN,LW,19,4,1,5,-1,12,0.2,4,0,0,0,1,0,0,17,23.5,,,lupulga01
344,Tom Lysiak,32,CBH,C,51,2,19,21,-19,14,-0.4,2,0,0,0,18,1,0,77,2.6,,,lysiato01
345,Paul MacDermid,22,HAR,RW,74,13,10,23,0,160,0.5,13,0,0,2,10,0,0,88,14.8,,,macdepa01
346,Al MacInnis*,22,CGY,D,77,11,57,68,37,76,8.8,7,4,0,0,17,39,1,241,4.6,,,macinal01
347,John MacLean,21,NJD,RW,74,21,36,57,-3,112,3.2,20,1,0,4,30,6,0,139,15.1,,,maclejo01
348,Paul MacLean,27,WIN,RW,69,27,29,56,-14,74,3.7,16,11,0,2,19,10,0,169,16.0,,,maclepa01
349,Brian MacLellan,27,TOT,LW,78,16,29,45,-34,66,1.4,4,12,0,1,20,9,0,166,9.6,,,maclebr01
349,Brian MacLellan,27,NYR,LW,51,11,21,32,-21,47,1.1,3,8,0,1,14,7,0,113,9.7,,,maclebr01
349,Brian MacLellan,27,LAK,LW,27,5,8,13,-13,19,0.2,1,4,0,0,6,2,0,53,9.4,,,maclebr01
350,Jamie Macoun,24,CGY,D,77,11,21,32,16,81,5.2,9,0,2,1,20,0,1,133,8.3,,,macouja01
351,Craig MacTavish,27,EDM,C,74,23,24,47,16,70,2.5,18,4,1,5,22,2,0,121,19.0,,,mactacr01
352,Mikko Mäkelä,20,NYI,C,58,16,20,36,12,28,2.2,14,2,0,3,15,5,0,68,23.5,,,makelmi01
353,David Maley,22,MTL,LW,3,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,0,,,,maleyda01
354,Greg Malone,29,TOT,C,49,9,12,21,-8,42,0.6,8,1,0,0,10,2,0,61,14.8,,,malongr01
354,Greg Malone,29,QUE,C,27,3,5,8,-3,18,0.0,3,0,0,0,5,0,0,26,11.5,,,malongr01
354,Greg Malone,29,HAR,C,22,6,7,13,-5,24,0.6,5,1,0,0,5,2,0,35,17.1,,,malongr01
355,Don Maloney,27,NYR,LW,68,11,17,28,18,56,1.4,11,0,0,1,12,4,1,89,12.4,,,malondo01
356,Dan Mandich,25,MNS,D,3,0,0,0,0,25,0.1,0,0,0,0,0,0,0,0,,,,mandida01
357,Jimmy Mann,26,QUE,RW,35,0,3,3,-2,148,-0.7,0,0,0,0,3,0,0,4,0.0,,,mannji01
358,Moe Mantha,25,PIT,D,78,15,52,67,-5,102,8.1,2,11,2,0,22,30,0,224,6.7,,,manthmo01
359,Nevin Markwart,21,BOS,LW,65,7,15,22,-3,207,0.2,7,0,0,1,13,1,1,44,15.9,,,markwne01
360,Mario Marois,28,TOT,D,77,5,40,45,-34,152,4.0,4,1,0,1,22,16,2,175,2.9,,,maroima01
360,Mario Marois,28,WIN,D,57,4,28,32,-24,110,2.9,4,0,0,0,15,12,1,123,3.3,,,maroima01
360,Mario Marois,28,QUE,D,20,1,12,13,-10,42,1.1,0,1,0,1,7,4,1,52,1.9,,,maroima01
361,Brad Marsh,27,PHI,D,79,0,13,13,3,123,3.9,0,0,0,0,12,1,0,104,0.0,,,marshbr01
362,Grant Martin,23,WSH,C,11,0,1,1,-5,6,-0.3,0,0,0,0,1,0,0,5,0.0,,,martigr01
363,Tom Martin,21,WIN,LW,5,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,1,0.0,,,martito02
364,Dennis Maruk,30,MNS,C,70,21,37,58,13,67,3.9,20,1,0,2,29,8,0,135,15.6,,,marukde01
365,Dwight Mathiasen,22,PIT,RW,4,1,0,1,-4,2,-0.1,1,0,0,0,0,0,0,4,25.0,,,mathidw01
366,Brad Maxwell,28,TOR,D,52,8,18,26,-27,108,2.2,4,4,0,0,7,11,0,93,8.6,,,maxwebr02
367,Gary McAdam,30,TOR,LW,15,1,6,7,-11,0,-0.1,1,0,0,0,6,0,0,9,11.1,,,mcadaga01
368,Andrew McBain,21,WIN,RW,28,3,3,6,-10,17,-0.3,3,0,0,0,3,0,0,24,12.5,,,mcbaian01
369,Kevin McCarthy,28,PHI,D,4,0,0,0,0,4,0.1,0,0,0,0,0,0,0,0,,,,mccarke01
370,Tom McCarthy,25,MNS,LW,25,12,12,24,-3,12,1.7,8,4,0,2,7,5,0,45,26.7,,,mccarto02
371,Kevin McClelland,23,EDM,C,79,11,25,36,9,264,0.6,11,0,0,2,25,0,0,104,10.6,,,mccleke01
372,Brad McCrimmon,26,PHI,D,80,13,43,56,86,85,12.0,11,2,0,2,27,13,3,167,7.8,,,mccribr01
373,Lanny McDonald*,32,CGY,RW,80,28,43,71,-2,44,4.4,17,11,0,3,25,18,0,227,12.3,,,mcdonla01
374,Joe McDonnell,24,PIT,D,3,0,0,0,-3,2,-0.1,0,0,0,0,0,0,0,1,0.0,,,mcdonjo01
375,Mike McEwen,29,TOT,D,55,5,17,22,-5,30,3.3,5,0,0,1,10,7,0,136,3.7,,,mcewemi01
375,Mike McEwen,29,DET,D,29,0,10,10,-5,16,1.2,0,0,0,0,5,5,0,82,0.0,,,mcewemi01
375,Mike McEwen,29,NYR,D,16,2,5,7,-5,8,1.0,2,0,0,1,4,1,0,36,5.6,,,mcewemi01
375,Mike McEwen,29,HAR,D,10,3,2,5,5,6,1.1,3,0,0,0,1,1,0,18,16.7,,,mcewemi01
376,Dan McFall,22,WIN,D,7,0,1,1,-3,0,0.1,0,0,0,0,1,0,0,2,0.0,,,mcfalda01
377,Jim McGeough,22,PIT,C,17,3,2,5,-3,8,0.1,3,0,0,1,2,0,0,29,10.3,,,mcgeoji01
378,Bob McGill,23,TOR,D,61,1,4,5,-17,141,0.9,1,0,0,0,4,0,0,28,3.6,,,mcgilbo01
379,Tony McKegney,27,MNS,LW,70,15,25,40,-6,48,1.8,11,3,1,0,23,2,0,141,10.6,,,mckegto01
380,Sean McKenna,23,TOT,RW,75,10,12,22,-25,35,-0.3,8,1,1,2,10,2,0,130,7.7,,,mckense01
380,Sean McKenna,23,BUF,RW,45,6,12,18,-9,28,0.3,5,1,0,2,10,2,0,83,7.2,,,mckense01
380,Sean McKenna,23,LAK,RW,30,4,0,4,-16,7,-0.6,3,0,1,0,0,0,0,47,8.5,,,mckense01
381,Tom McMurchy,22,CBH,RW,4,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,2,0.0,,,mcmurto01
382,Peter McNab,33,NJD,C,71,19,24,43,-11,14,2.0,13,6,0,0,20,4,0,93,20.4,,,mcnabpe01
383,George McPhee,27,NYR,LW,30,4,4,8,5,63,0.2,4,0,0,1,4,0,0,31,12.9,,,mcphege01
384,Mike McPhee,25,MTL,LW,70,19,21,40,8,69,2.5,17,0,2,3,20,0,1,103,18.4,,,mcphemi01
385,Basil McRae,25,DET,LW,4,0,0,0,-4,5,-0.2,0,0,0,0,0,0,0,3,0.0,,,mcraeba01
386,Marty McSorley,22,EDM,D,59,11,12,23,10,265,3.1,11,0,0,2,12,0,0,72,15.3,,,mcsorma01
387,Rick Meagher,32,STL,C,79,11,19,30,0,28,0.7,8,0,3,3,19,0,0,109,10.1,,,meaghri01
388,Anssi Melametsä,24,WIN,LW,27,0,3,3,-5,2,-0.6,0,0,0,0,3,0,0,20,0.0,,,melaman01
389,Scott Mellanby,19,PHI,RW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,,,mellasc01
390,Larry Melnyk,25,TOT,D,52,3,11,14,10,76,3.4,3,0,0,0,10,1,0,37,8.1,,,melnyla01
390,Larry Melnyk,25,NYR,D,46,1,8,9,2,65,2.5,1,0,0,0,7,1,0,33,3.0,,,melnyla01
390,Larry Melnyk,25,EDM,D,6,2,3,5,8,11,0.9,2,0,0,0,3,0,0,4,50.0,,,melnyla01
391,Barry Melrose,29,DET,D,14,0,0,0,-5,70,0.1,0,0,0,0,0,0,0,2,0.0,,,melroba01
392,Glenn Merkosky,26,DET,C,17,0,2,2,-12,0,-0.6,0,0,0,0,2,0,0,18,0.0,,,merkogl01
393,Mark Messier*,25,EDM,C,63,35,49,84,35,70,6.7,20,10,5,7,33,13,3,198,17.7,,,messima01
394,Rick Middleton,32,BOS,RW,49,14,30,44,16,10,3.1,8,4,2,0,18,10,2,100,14.0,,,middlri01
395,Mike Milbury,33,BOS,D,22,2,5,7,1,102,1.5,2,0,0,0,5,0,0,12,16.7,,,milbumi01
396,Jay Miller,25,BOS,LW,46,3,0,3,-3,178,-0.9,3,0,0,0,0,0,0,21,14.3,,,milleja02
397,Kelly Miller,22,NYR,LW,74,13,20,33,3,52,1.4,12,0,1,3,20,0,0,111,11.7,,,milleke01
398,Carl Mokosak,23,PHI,LW,1,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0,,,,mokosca01
399,Mike Moller,23,EDM,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,,,mollemi01
400,Randy Moller,22,QUE,D,69,5,18,23,7,141,4.7,5,0,0,1,15,3,0,105,4.8,,,mollera01
401,Sergio Momesso,20,MTL,LW,24,8,7,15,-3,46,0.9,5,3,0,3,5,2,0,37,21.6,,,momesse01
402,Bob Mongrain,26,LAK,C,11,2,3,5,-3,2,0.1,2,0,0,0,3,0,0,10,20.0,,,mongrbo01
403,Ken Morrow,29,NYI,D,69,0,12,12,21,22,3.7,0,0,0,0,12,0,0,55,0.0,,,morroke01
404,Brian Mullen,23,WIN,LW,79,28,34,62,-19,38,3.8,15,13,0,3,18,16,0,211,13.3,,,mullebr01
405,Joe Mullen*,28,TOT,RW,77,44,46,90,-1,21,7.0,30,14,0,8,24,22,0,202,21.8,,,mullejo01
405,Joe Mullen*,28,STL,RW,48,28,24,52,-3,10,4.1,19,9,0,4,11,13,0,141,19.9,,,mullejo01
405,Joe Mullen*,28,CGY,RW,29,16,22,38,2,11,2.9,11,5,0,4,13,9,0,61,26.2,,,mullejo01
406,Kirk Muller,19,NJD,C,77,25,41,66,-21,45,3.6,19,5,1,1,34,7,0,168,14.9,,,mulleki01
407,Craig Muni,23,TOR,D,6,0,1,1,-3,4,0.1,0,0,0,0,1,0,0,2,0.0,,,municr01
408,Larry Murphy*,24,WSH,D,78,21,44,65,2,50,9.0,12,8,1,2,23,19,2,180,11.7,,,murphla01
409,Bob Murray,31,CBH,D,80,9,29,38,11,75,5.2,6,3,0,2,20,8,1,139,6.5,,,murrabo02
410,Troy Murray,23,CBH,C,80,45,54,99,32,94,8.5,31,9,5,7,39,14,1,196,23.0,,,murratr01
411,Dana Murzyn,19,HAR,D,78,3,23,26,0,125,4.4,3,0,0,1,20,3,0,80,3.8,,,murzyda01
412,Don Nachbaur,27,PHI,C,5,1,1,2,3,7,0.2,1,0,0,0,1,0,0,4,25.0,,,nachbdo01
413,Mark Napier,29,EDM,RW,80,24,32,56,13,14,2.9,20,3,1,4,28,4,0,117,20.5,,,napiema01
414,Mats Näslund,26,MTL,LW,80,43,67,110,11,16,8.9,24,19,0,7,36,31,0,225,19.1,,,nasluma01
415,Ric Nattress,23,STL,D,78,4,20,24,-8,52,4.2,3,1,0,2,12,8,0,124,3.2,,,nattrri01
416,Cam Neely*,20,VAN,RW,73,14,20,34,-29,126,1.0,8,6,0,3,16,4,0,113,12.4,,,neelyca01
417,Ray Neufeld,26,TOT,RW,76,25,38,63,-22,102,3.6,15,10,0,4,28,10,0,168,14.9,,,neufera01
417,Ray Neufeld,26,WIN,RW,60,20,28,48,-18,62,2.8,13,7,0,4,22,6,0,133,15.0,,,neufera01
417,Ray Neufeld,26,HAR,RW,16,5,10,15,-4,40,0.9,2,3,0,0,6,4,0,35,14.3,,,neufera01
418,John Newberry,23,HAR,C,3,0,0,0,-4,0,-0.2,0,0,0,0,0,0,0,4,0.0,,,newbejo01
419,Bernie Nicholls,24,LAK,C,80,36,61,97,-5,78,7.1,22,10,4,0,44,17,0,281,12.8,,,nichobe01
420,Kraig Nienhuis,24,BOS,LW,70,16,14,30,-10,37,1.1,13,3,0,2,12,2,0,120,13.3,,,nienhkr01
421,Chris Nilan,27,MTL,RW,72,19,15,34,11,274,2.2,17,2,0,1,14,1,0,120,15.8,,,nilanch01
422,Jim Nill,27,WIN,RW,61,6,8,14,-6,75,-0.3,6,0,0,1,7,0,1,35,17.1,,,nillji01
423,Kent Nilsson,29,MNS,C,61,16,44,60,3,10,3.7,8,8,0,2,22,21,1,122,13.1,,,nilsske01
424,Ted Nolan,27,PIT,C,18,1,1,2,-1,34,-0.3,1,0,0,0,1,0,0,17,5.9,,,nolante01
425,Lee Norwood,25,STL,D,71,5,24,29,4,134,5.0,3,2,0,1,13,11,0,112,4.5,,,norwole01
426,Gary Nylund,22,TOR,D,79,2,16,18,-33,180,1.5,2,0,0,0,15,1,0,84,2.4,,,nylunga01
427,Bob Nystrom,33,NYI,RW,14,1,1,2,-4,16,-0.3,0,1,0,0,1,0,0,17,5.9,,,nystrbo01
428,Jack O'Callahan,28,CBH,D,80,4,19,23,2,116,3.3,4,0,0,0,17,0,2,86,4.7,,,ocallja01
429,Mike O'Connell,30,TOT,D,76,9,28,37,-12,63,5.2,3,4,2,0,13,14,1,210,4.3,,,oconnmi01
429,Mike O'Connell,30,BOS,D,63,8,21,29,-6,47,4.5,3,4,1,0,11,9,1,174,4.6,,,oconnmi01
429,Mike O'Connell,30,DET,D,13,1,7,8,-6,16,0.7,0,0,1,0,2,5,0,36,2.8,,,oconnmi01
430,Tom O'Regan,24,PIT,C,9,1,2,3,1,2,0.1,1,0,0,0,2,0,0,7,14.3,,,oregato01
431,Adam Oates*,23,DET,C,38,9,11,20,-25,10,0.5,8,1,0,1,8,3,0,49,18.4,,,oatesad01
432,Selmar Odelein,19,EDM,D,4,0,0,0,1,0,0.1,0,0,0,0,0,0,0,2,0.0,,,odelese01
433,John Ogrodnick,26,DET,LW,76,38,32,70,-29,18,5.0,22,15,1,2,18,14,0,208,18.3,,,ogrodjo01
434,Eddie Olczyk,19,CBH,RW,79,29,50,79,4,47,5.3,20,8,1,1,33,14,3,218,13.3,,,olczyed01
