Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
54,Neal Broten,26,MNS,C,80,29,76,105,14,47,7.4,23,6,0,0,44,32,0,193,15.0,,,brotene01
55,Dave Brown,23,PHI,RW,76,10,7,17,8,277,0.0,10,0,0,1,6,1,0,74,13.5,,,brownda01
56,Jeff Brown,19,QUE,D,8,3,2,5,5,6,1.1,3,0,0,0,2,0,0,16,18.8,,,brownje02
57,Keith Brown,25,CBH,D,70,11,29,40,-7,87,4.4,9,1,1,0,16,13,0,151,7.3,,,brownke02
58,Jack Brownschidle,30,HAR,D,9,0,0,0,-4,4,0.1,0,0,0,0,0,0,0,7,0.0,,,brownja01
59,Jeff Brubaker,27,TOT,LW,25,1,0,1,1,79,-0.5,1,0,0,0,0,0,0,12,8.3,,,brubaje01
59,Jeff Brubaker,27,TOR,LW,21,0,0,0,0,67,-0.6,0,0,0,0,0,0,0,8,0.0,,,brubaje01
59,Jeff Brubaker,27,EDM,LW,4,1,0,1,1,12,0.0,1,0,0,0,0,0,0,4,25.0,,,brubaje01
60,David Bruce,21,VAN,RW,12,0,1,1,-2,14,-0.2,0,0,0,0,1,0,0,17,0.0,,,bruceda01
61,Murray Brumwell,25,NJD,D,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,3,0.0,,,brumwmu01
62,Jiří Bubla,36,VAN,D,43,6,24,30,-26,30,2.9,2,4,0,1,11,12,1,62,9.7,,,bublaji01
63,Randy Bucyk,23,MTL,C,17,4,2,6,5,8,0.4,4,0,0,0,2,0,0,21,19.0,,,bucykra01
64,Mike Bullard,24,PIT,C,77,41,42,83,-17,69,6.2,23,16,2,5,24,16,2,216,19.0,,,bullami01
65,Shawn Burr,19,DET,C,5,1,0,1,1,4,0.0,0,1,0,0,0,0,0,6,16.7,,,burrsh01
66,Randy Burridge,20,BOS,LW,52,17,25,42,16,28,3.1,16,1,0,2,15,9,1,90,18.9,,,burrira01
67,Rod Buskas,25,PIT,D,72,2,7,9,-9,159,2.8,1,1,0,0,7,0,0,49,4.1,,,buskaro01
68,Garth Butcher,23,VAN,D,70,4,7,11,-26,188,2.5,4,0,0,0,7,0,0,57,7.0,,,butchga01
69,Lyndon Byers,21,BOS,RW,5,0,2,2,1,9,0.0,0,0,0,0,2,0,0,1,0.0,,,byersly01
70,Wade Campbell,25,TOT,D,32,0,1,1,-11,42,0.5,0,0,0,0,1,0,0,13,0.0,,,campbwa01
70,Wade Campbell,25,WIN,D,24,0,1,1,-12,27,0.1,0,0,0,0,1,0,0,13,0.0,,,campbwa01
70,Wade Campbell,25,BOS,D,8,0,0,0,1,15,0.3,0,0,0,0,0,0,0,0,,,,campbwa01
71,Dom Campedelli,21,MTL,D,2,0,0,0,-2,0,0.0,0,0,0,0,0,0,0,1,0.0,,,campedo01
72,Guy Carbonneau*,25,MTL,C,80,20,36,56,17,57,3.7,17,1,2,3,33,0,3,147,13.6,,,carbogu01
73,Kent Carlson,24,TOT,D,28,2,3,5,2,42,1.5,2,0,0,0,3,0,0,14,14.3,,,carlske01
73,Kent Carlson,24,STL,D,26,2,3,5,2,42,1.5,2,0,0,0,3,0,0,14,14.3,,,carlske01
73,Kent Carlson,24,MTL,D,2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,,,,carlske01
74,Randy Carlyle,29,WIN,D,68,16,33,49,-11,93,5.9,13,3,0,2,18,14,1,152,10.5,,,carlyra01
75,Bobby Carpenter,22,WSH,C,80,27,29,56,-12,105,3.4,20,7,0,3,20,9,0,205,13.2,,,carpebo01
76,Billy Carroll,27,TOT,C,26,2,6,8,-5,11,-0.1,2,0,0,0,5,0,1,13,15.4,,,carrobi01
76,Billy Carroll,27,DET,C,21,2,4,6,-7,11,-0.1,2,0,0,0,3,0,1,13,15.4,,,carrobi01
76,Billy Carroll,27,EDM,C,5,0,2,2,2,0,0.0,0,0,0,0,2,0,0,0,,,,carrobi01
77,Lindsay Carson,25,PHI,LW,50,9,12,21,11,84,1.0,9,0,0,0,12,0,0,59,15.3,,,carsoli01
78,John Carter,22,BOS,LW,3,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,2,0.0,,,cartejo01
79,Bruce Cassidy,20,CBH,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,,,cassibr01
80,Gino Cavallini,23,TOT,LW,57,13,12,25,-7,62,0.8,8,5,0,0,9,3,0,95,13.7,,,cavalgi01
80,Gino Cavallini,23,STL,LW,30,6,5,11,-3,36,0.3,5,1,0,0,5,0,0,44,13.6,,,cavalgi01
80,Gino Cavallini,23,CGY,LW,27,7,7,14,-4,26,0.5,3,4,0,0,4,3,0,51,13.7,,,cavalgi01
81,John Chabot,23,PIT,C,77,14,31,45,1,6,2.2,11,1,2,3,28,1,2,89,15.7,,,chabojo01
82,Todd Charlesworth,20,PIT,D,2,0,1,1,-1,0,0.1,0,0,0,0,1,0,0,1,0.0,,,charlto01
83,Chris Chelios*,24,MTL,D,41,8,26,34,6,67,4.8,6,2,0,0,9,15,2,101,7.9,,,chelich01
84,Dave Christian,26,WSH,RW,80,41,42,83,2,15,6.6,21,18,2,4,22,17,3,218,18.8,,,chrisda01
85,Dino Ciccarelli*,25,MNS,RW,75,44,45,89,12,51,7.4,25,19,0,5,36,9,0,262,16.8,,,ciccadi01
86,Chris Cichocki,22,DET,RW,59,10,11,21,-8,21,0.5,8,1,1,0,9,2,0,76,13.2,,,cichoch01
87,Joe Cirella,22,NJD,D,66,6,23,29,-11,147,3.3,4,2,0,0,14,9,0,89,6.7,,,cireljo01
88,Wendel Clark,19,TOR,LW,66,34,11,45,-27,227,3.1,30,4,0,3,9,2,0,164,20.7,,,clarkwe01
89,Glen Cochrane,28,VAN,D,49,0,3,3,-4,125,2.0,0,0,0,0,3,0,0,24,0.0,,,cochrgl01
90,Paul Coffey*,24,EDM,D,79,48,90,138,61,120,16.1,30,9,9,2,60,25,5,308,15.6,,,coffepa01
91,Pat Conacher,26,NJD,C,2,0,2,2,0,2,0.1,0,0,0,0,2,0,0,3,0.0,,,conacpa01
92,Yvon Corriveau,18,WSH,LW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0.0,,,corriyv01
93,Shayne Corson,19,MTL,C,3,0,0,0,-3,2,-0.2,0,0,0,0,0,0,0,1,0.0,,,corsosh01
94,Rich Costello,22,TOR,C,2,0,1,1,0,0,0.0,0,0,0,0,1,0,0,2,0.0,,,costeri01
95,Alain Côté,28,QUE,LW,78,13,21,34,-3,29,1.2,10,0,3,2,20,0,1,120,10.8,,,coteal01
96,Alain Côté,18,BOS,D,32,0,6,6,6,14,1.9,0,0,0,0,6,0,0,15,0.0,,,coteal02
97,Sylvain Côté,20,HAR,D,2,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,,,,cotesy01
98,Tim Coulis,27,MNS,LW,19,2,2,4,-5,73,-0.2,2,0,0,0,2,0,0,13,15.4,,,couliti01
99,Neal Coulter,23,NYI,RW,16,3,4,7,0,4,0.2,3,0,0,0,4,0,0,17,17.6,,,coultne01
100,Yves Courteau,21,CGY,RW,4,1,1,2,1,0,0.1,1,0,0,0,1,0,0,7,14.3,,,courtyv01
101,Geoff Courtnall,23,BOS,LW,64,21,16,37,-2,61,2.3,19,2,0,4,12,4,0,162,13.0,,,courtge01
102,Russ Courtnall,20,TOR,C,73,22,38,60,-2,52,3.7,18,3,1,4,34,4,0,204,10.8,,,courtru01
103,Craig Coxe,22,VAN,C,57,3,5,8,-13,176,-0.8,2,1,0,0,5,0,0,48,6.3,,,coxecr01
104,Murray Craven,21,PHI,LW,78,21,33,54,22,34,3.6,19,2,0,7,28,5,0,182,11.5,,,cravemu01
105,Bob Crawford,26,TOT,RW,68,15,22,37,-13,26,1.5,11,4,0,2,19,3,0,126,11.9,,,crawfbo01
105,Bob Crawford,26,HAR,RW,57,14,20,34,-15,16,1.4,10,4,0,2,17,3,0,111,12.6,,,crawfbo01
105,Bob Crawford,26,NYR,RW,11,1,2,3,2,10,0.1,1,0,0,0,2,0,0,15,6.7,,,crawfbo01
106,Marc Crawford,24,VAN,LW,54,11,14,25,-7,92,1.2,11,0,0,0,14,0,0,80,13.8,,,crawfma01
107,Adam Creighton,20,BUF,C,19,1,1,2,-2,2,-0.3,1,0,0,1,1,0,0,9,11.1,,,creigad01
108,Doug Crossman,25,PHI,D,80,6,37,43,-5,55,6.0,4,2,0,1,17,18,2,134,4.5,,,crossdo01
109,Keith Crowder,27,BOS,RW,78,38,46,84,16,177,6.8,18,20,0,4,29,17,0,181,21.0,,,crowdke01
110,Randy Cunneyworth,24,PIT,LW,75,15,30,45,13,74,2.6,11,2,2,2,23,6,1,134,11.2,,,cunnera01
111,Brian Curran,22,BOS,D,43,2,5,7,6,192,2.5,2,0,0,0,5,0,0,23,8.7,,,currabr01
112,Glen Currie,27,LAK,C,12,1,2,3,0,9,0.0,0,1,0,0,2,0,0,11,9.1,,,currigl01
113,Denis Cyr,24,STL,RW,31,3,4,7,-11,2,-0.4,3,0,0,0,4,0,0,21,14.3,,,cyrde01
114,Paul Cyr,22,BUF,LW,71,20,31,51,3,120,3.3,15,4,1,2,18,13,0,151,13.2,,,cyrpa01
115,Kjell Dahlin,22,MTL,RW,77,32,39,71,9,4,5.5,18,14,0,3,23,16,0,172,18.6,,,dahlikj01
116,Chris Dahlquist,23,PIT,D,5,1,2,3,1,2,0.5,1,0,0,0,2,0,0,5,20.0,,,dahlqch01
117,J.J. Daigneault,20,VAN,D,64,5,23,28,-18,45,4.0,1,4,0,0,10,13,0,115,4.3,,,daignjj01
118,Brad Dalgarno,18,NYI,RW,2,1,0,1,1,0,0.1,1,0,0,0,0,0,0,3,33.3,,,dalgabr01
119,Ken Daneyko,21,NJD,D,44,0,10,10,0,100,1.7,0,0,0,0,9,0,1,48,0.0,,,daneyke01
120,Dan Daoust,25,TOR,C,80,7,13,20,-22,88,-0.8,6,1,0,0,11,1,1,91,7.7,,,daousda01
121,Mal Davis,29,BUF,LW,7,2,0,2,-1,4,0.1,0,2,0,0,0,0,0,5,40.0,,,davisma01
122,Lucien DeBlois,28,MTL,RW,61,14,17,31,3,48,1.7,12,2,0,1,15,2,0,102,13.7,,,deblolu01
123,Dale DeGray,22,CGY,D,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,1,0.0,,,degrada01
124,Gilbert Delorme,23,QUE,D,64,2,18,20,-1,51,3.7,1,1,0,0,13,5,0,100,2.0,,,delorgi01
125,Larry DePalma,20,MNS,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,depalla01
126,Bill Derlago,27,TOT,C,67,10,21,31,-5,21,1.0,7,2,1,1,17,4,0,77,13.0,,,derlabi01
126,Bill Derlago,27,BOS,C,39,5,16,21,6,15,0.9,3,1,1,1,13,3,0,40,12.5,,,derlabi01
126,Bill Derlago,27,WIN,C,27,5,5,10,-11,6,0.1,4,1,0,0,4,1,0,35,14.3,,,derlabi01
126,Bill Derlago,27,TOR,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,,,derlabi01
127,Gerald Diduck,20,NYI,D,10,1,2,3,5,2,0.8,1,0,0,0,2,0,0,6,16.7,,,diducge01
128,Don Dietrich,24,NJD,D,11,0,2,2,-8,10,0.0,0,0,0,0,1,1,0,14,0.0,,,dietrdo01
129,Gord Dineen,23,NYI,D,57,1,8,9,13,81,2.9,1,0,0,0,8,0,0,52,1.9,,,dineego01
130,Kevin Dineen,22,HAR,RW,57,33,35,68,15,124,5.8,27,6,0,8,27,7,1,167,19.8,,,dineeke01
131,Marcel Dionne*,34,LAK,C,80,36,58,94,-22,42,6.5,25,11,0,4,36,20,2,283,12.7,,,dionnma01
132,Bobby Dollas,21,WIN,D,46,0,5,5,-2,66,1.6,0,0,0,0,5,0,0,52,0.0,,,dollabo01
133,Dave Donnelly,23,BOS,C,8,0,0,0,3,17,-0.1,0,0,0,0,0,0,0,8,0.0,,,donneda01
134,Gord Donnelly,23,QUE,D,36,2,2,4,0,85,1.7,2,0,0,0,2,0,0,30,6.7,,,donnego01
135,Dan Dorion,22,NJD,C,3,1,1,2,-1,0,0.1,1,0,0,0,1,0,0,6,16.7,,,dorioda01
136,Peter Douris,19,WIN,RW,11,0,0,0,-1,0,-0.3,0,0,0,0,0,0,0,0,,,,douripe01
137,Bruce Driver,23,NJD,D,40,3,15,18,8,32,2.8,2,1,0,1,11,4,0,64,4.7,,,drivebr01
138,Gaétan Duchesne,23,WSH,LW,80,11,28,39,10,39,1.7,10,0,1,3,27,0,1,119,9.2,,,duchega01
139,Ron Duguay,28,TOT,RW,80,25,36,61,-41,32,3.0,14,11,0,2,19,15,2,184,13.6,,,duguaro01
139,Ron Duguay,28,DET,RW,67,19,29,48,-27,26,2.4,11,8,0,2,15,12,2,151,12.6,,,duguaro01
139,Ron Duguay,28,PIT,RW,13,6,7,13,-14,6,0.6,3,3,0,0,4,3,0,33,18.2,,,duguaro01
140,Dale Dunbar,24,VAN,D,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,,,dunbada01
141,Craig Duncanson,18,LAK,LW,2,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,0,,,,duncacr01
142,Richie Dunn,28,BUF,D,29,4,5,9,-5,25,1.7,0,4,0,0,2,3,0,55,7.3,,,dunnri01
143,Jerry Dupont,23,CBH,D,75,2,13,15,-14,173,1.7,2,0,0,0,13,0,0,69,2.9,,,duponje01
144,Steve Dykstra,23,BUF,D,64,4,21,25,-1,108,4.3,2,1,1,0,17,4,0,70,5.7,,,dykstst01
145,Mike Eagles,22,QUE,LW,73,11,12,23,3,49,0.6,10,1,0,1,11,0,1,69,15.9,,,eaglemi01
146,Bruce Eakin,23,DET,C,4,0,1,1,-4,0,-0.1,0,0,0,0,1,0,0,1,0.0,,,eakinbr01
147,Murray Eaves,25,WIN,C,4,1,0,1,-2,0,0.0,1,0,0,0,0,0,0,6,16.7,,,eavesmu01
148,Pelle Eklund,22,PHI,C,70,15,51,66,-2,12,3.6,7,8,0,5,13,38,0,141,10.6,,,eklunpe01
149,Dave Ellett,21,WIN,D,80,15,31,46,-39,96,4.5,13,2,0,1,15,15,1,167,9.0,,,elletda01
150,Brian Engblom,31,TOT,D,79,4,17,21,-11,77,3.4,4,0,0,0,13,4,0,77,5.2,,,engblbr01
150,Brian Engblom,31,LAK,D,49,3,13,16,-13,61,1.8,3,0,0,0,10,3,0,53,5.7,,,engblbr01
150,Brian Engblom,31,BUF,D,30,1,4,5,2,16,1.6,1,0,0,0,3,1,0,24,4.2,,,engblbr01
151,Bryan Erickson,25,LAK,RW,55,20,23,43,2,36,3.0,14,6,0,4,16,5,2,108,18.5,,,erickbr01
152,Thomas Eriksson,26,PHI,D,43,0,4,4,-12,16,1.2,0,0,0,0,1,3,0,33,0.0,,,eriksth01
153,Jan Erixon,23,NYR,RW,31,2,17,19,11,4,1.0,2,0,0,0,16,0,1,33,6.1,,,erixoja01
154,Bob Errey,21,PIT,LW,37,11,6,17,1,8,1.0,10,1,0,2,6,0,0,57,19.3,,,erreybo01
155,Daryl Evans,25,WSH,LW,6,0,1,1,-1,0,-0.1,0,0,0,0,0,1,0,14,0.0,,,evansda01
156,Doug Evans,22,STL,C,13,1,0,1,0,2,-0.2,1,0,0,0,0,0,0,12,8.3,,,evansdo01
157,Shawn Evans,20,STL,D,7,0,0,0,-1,2,0.2,0,0,0,0,0,0,0,1,0.0,,,evanssh01
158,Dean Evason,21,HAR,C,55,20,28,48,4,65,3.3,14,5,1,4,19,8,1,101,19.8,,,evasode01
159,Bernie Federko*,29,STL,C,80,34,68,102,11,34,7.5,18,16,0,2,44,24,0,166,20.5,,,federbe01
160,Tony Feltrin,24,NYR,D,10,0,0,0,-4,21,0.2,0,0,0,0,0,0,0,8,0.0,,,feltrto01
161,Paul Fenton,26,HAR,LW,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0,3,0.0,,,fentopa01
162,David Fenyves,25,BUF,D,47,0,7,7,12,37,2.8,0,0,0,0,7,0,0,31,0.0,,,fenyvda01
163,Tom Fergus,23,TOR,C,78,31,42,73,-24,64,4.6,26,3,2,3,31,10,1,168,18.5,,,ferguto01
164,Ray Ferraro,21,HAR,C,76,30,47,77,10,57,5.6,16,14,0,0,32,15,0,131,22.9,,,ferrara01
165,Steven Finn,19,QUE,D,17,0,1,1,0,28,0.7,0,0,0,0,1,0,0,8,0.0,,,finnst01
166,Ross Fitzpatrick,25,PHI,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,,,fitzpro01
167,Patrick Flatley,22,NYI,RW,73,18,34,52,20,66,3.2,12,6,0,2,31,3,0,120,15.0,,,flatlpa01
168,Ron Flockhart,25,STL,LW,79,22,45,67,10,26,4.3,15,5,2,2,30,15,0,199,11.1,,,flockro02
169,Lee Fogolin,30,EDM,D,80,4,22,26,46,129,4.8,4,0,0,0,20,0,2,71,5.6,,,fogolle02
170,Mike Foligno,27,BUF,RW,79,41,39,80,27,168,7.2,33,7,1,4,26,11,2,222,18.5,,,foligmi01
171,Dwight Foster,28,TOT,C,68,6,12,18,-16,52,-0.4,4,1,1,0,12,0,0,48,12.5,,,fostedw01
171,Dwight Foster,28,DET,C,55,6,12,18,-11,48,0.1,4,1,1,0,12,0,0,40,15.0,,,fostedw01
171,Dwight Foster,28,BOS,C,13,0,0,0,-5,4,-0.5,0,0,0,0,0,0,0,8,0.0,,,fostedw01
172,Nick Fotiu,33,CGY,LW,9,0,1,1,-3,21,-0.3,0,0,0,0,1,0,0,7,0.0,,,fotiuni01
173,Jim Fox,25,LAK,RW,39,14,17,31,-10,2,1.9,12,2,0,0,12,5,0,81,17.3,,,foxji01
174,Lou Franceschetti,27,WSH,LW,76,7,14,21,-4,131,-0.1,7,0,0,2,13,1,0,57,12.3,,,franclo01
175,Ron Francis*,22,HAR,C,53,24,53,77,5,24,5.7,16,7,1,4,27,25,1,120,20.0,,,francro01
176,Curt Fraser,28,CBH,LW,61,29,39,68,11,84,5.2,22,7,0,1,27,12,0,143,20.3,,,frasecu01
177,Dan Frawley,23,PIT,RW,69,10,11,21,-18,174,0.0,6,4,0,1,8,3,0,80,12.5,,,frawlda01
178,Tim Friday,24,DET,D,23,0,3,3,-9,6,0.4,0,0,0,0,2,0,1,13,0.0,,,fridati01
179,Miroslav Fryčer,26,TOR,RW,73,32,43,75,-27,74,4.9,25,7,0,3,26,17,0,201,15.9,,,frycemi01
180,Jody Gage,26,BUF,RW,7,3,2,5,-3,0,0.3,0,3,0,0,2,0,0,18,16.7,,,gagejo01
181,Paul Gagné,23,NJD,LW,47,19,19,38,-14,14,2.3,15,4,0,3,15,4,0,91,20.9,,,gagnepa01
182,Dave Gagner,21,NYR,C,32,4,6,10,1,19,0.2,4,0,0,0,6,0,0,41,9.8,,,gagneda01
183,Bob Gainey*,32,MTL,LW,80,20,23,43,11,20,2.7,18,0,2,4,21,0,2,133,15.0,,,gainebo01
184,Gerard Gallant,22,DET,LW,52,20,19,39,-9,106,2.6,16,3,1,2,14,5,0,116,17.2,,,gallage01
185,Garry Galley,22,LAK,D,49,9,13,22,-10,46,2.8,8,1,0,1,12,0,1,57,15.8,,,gallega01
186,Dave Gans,21,LAK,C,3,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,3,0.0,,,gansda01
187,Bill Gardner,25,TOT,C,64,4,18,22,-11,10,-0.3,4,0,0,0,14,1,3,41,9.8,,,gardnbi01
187,Bill Gardner,25,CBH,C,46,3,10,13,-5,6,-0.4,3,0,0,0,7,1,2,29,10.3,,,gardnbi01
187,Bill Gardner,25,HAR,C,18,1,8,9,-6,4,0.1,1,0,0,0,7,0,1,12,8.3,,,gardnbi01
188,Paul Gardner,29,BUF,C,2,0,0,0,-3,0,-0.1,0,0,0,0,0,0,0,4,0.0,,,gardnpa01
189,Danny Gare,31,DET,RW,57,7,9,16,-18,102,-0.2,6,1,0,0,6,2,1,108,6.5,,,gareda01
190,Mike Gartner*,26,WSH,RW,74,35,40,75,-5,63,5.6,22,11,2,4,20,20,0,279,12.5,,,gartnmi01
191,Jean-Marc Gaulin,23,QUE,RW,1,1,0,1,0,0,0.1,1,0,0,0,0,0,0,2,50.0,,,gaulije01
192,Stew Gavin,25,HAR,RW,76,26,29,55,14,51,3.9,20,3,3,4,23,4,2,161,16.1,,,gavinst01
193,Greg Gilbert,24,NYI,LW,60,9,19,28,6,82,1.0,8,1,0,2,15,4,0,58,15.5,,,gilbegr01
194,Curt Giles,27,MNS,D,69,6,21,27,19,30,5.2,6,0,0,1,18,2,1,59,10.2,,,gilescu01
195,Todd Gill,20,TOR,D,15,1,2,3,0,28,0.6,1,0,0,0,2,0,0,9,11.1,,,gillto01
196,Clark Gillies*,31,NYI,LW,55,4,10,14,-8,55,-0.6,3,1,0,0,9,1,0,74,5.4,,,gillicl01
197,Paul Gillis,22,QUE,C,80,19,24,43,-3,203,2.1,17,0,2,2,20,0,4,136,14.0,,,gillipa01
198,Doug Gilmour*,22,STL,C,74,25,28,53,-4,41,3.3,22,2,1,5,22,5,1,183,13.7,,,gilmodo01
199,Gaston Gingras,26,MTL,D,34,8,18,26,-10,12,3.1,1,7,0,0,10,8,0,77,10.4,,,gingrga01
200,Bobby Gould,28,WSH,RW,79,19,19,38,7,26,2.1,16,0,3,5,17,0,2,123,15.4,,,gouldbo01
201,Michel Goulet*,25,QUE,LW,75,53,51,104,7,64,9.0,25,28,0,3,28,23,0,244,21.7,,,goulemi01
202,Thomas Gradin,29,VAN,C,71,14,27,41,-16,34,1.9,11,2,1,3,17,10,0,122,11.5,,,gradith01
203,Dirk Graham,26,MNS,RW,80,22,33,55,-3,87,3.1,17,1,4,3,27,5,1,173,12.7,,,grahadi01
204,Rick Green,29,MTL,D,46,3,2,5,-6,20,2.0,3,0,0,0,2,0,0,45,6.7,,,greenri01
205,Randy Gregg,29,EDM,D,64,2,26,28,31,47,3.9,2,0,0,0,20,4,2,56,3.6,,,greggra01
206,Ron Greschner,31,NYR,D,78,20,28,48,9,104,8.0,13,6,1,2,15,12,1,150,13.3,,,grescro01
207,Wayne Gretzky*,25,EDM,C,80,52,163,215,71,46,17.0,38,11,3,6,105,43,15,350,14.9,,,gretzwa01
208,Paul Guay,22,LAK,RW,23,3,3,6,-6,18,-0.1,3,0,0,0,3,0,0,18,16.7,,,guaypa01
209,Bengt-Åke Gustafsson,27,WSH,C,70,23,52,75,9,26,5.3,11,8,4,6,28,23,1,113,20.4,,,gustabe01
210,Ari Haanpää,20,NYI,RW,18,0,7,7,0,20,0.0,0,0,0,0,7,0,0,16,0.0,,,haanpar01
211,Marc Habscheid,22,MNS,C,6,2,3,5,-2,0,0.3,1,1,0,0,2,1,0,8,25.0,,,habscma01
212,Len Hachborn,24,LAK,C,24,4,1,5,-9,2,-0.2,3,1,0,0,1,0,0,14,28.6,,,hachble01
213,Richard Hajdu,20,BUF,RW,3,0,0,0,1,4,0.0,0,0,0,0,0,0,0,2,0.0,,,hajduri01
214,Bill Hajt,34,BUF,D,58,1,16,17,17,25,4.2,1,0,0,0,13,1,2,44,2.3,,,hajtbi01
215,Anders Håkansson,29,LAK,RW,38,4,1,5,-7,8,-0.5,4,0,0,2,1,0,0,29,13.8,,,hakanan01
216,Bob Halkidis,19,BUF,D,37,1,9,10,-2,115,2.0,1,0,0,0,9,0,0,19,5.3,,,halkibo01
217,Taylor Hall,21,VAN,LW,19,5,5,10,-11,6,0.4,4,1,0,0,3,2,0,30,16.7,,,hallta01
218,Mats Hallin,27,MNS,LW,38,3,2,5,-3,86,-0.5,3,0,0,1,2,0,0,29,10.3,,,hallima01
219,Doug Halward,30,VAN,D,70,8,25,33,-20,111,4.7,5,3,0,0,10,14,1,122,6.6,,,halwado01
220,Gilles Hamel,25,BUF,LW,77,19,25,44,-26,61,1.9,12,4,3,3,17,8,0,158,12.0,,,hamelgi01
221,Ken Hammond,22,LAK,D,3,0,1,1,-1,2,0.1,0,0,0,0,0,1,0,2,0.0,,,hammoke01
222,Mark Hamway,24,NYI,RW,49,5,12,17,-6,9,-0.1,4,1,0,1,12,0,0,50,10.0,,,hamwama01
223,Dave Hannan,24,PIT,LW,75,17,18,35,-4,91,1.6,14,0,3,1,15,2,1,100,17.0,,,hannada01
224,Mark Hardy,26,LAK,D,55,6,21,27,-13,71,2.9,3,2,1,1,9,11,1,113,5.3,,,hardyma01
225,Craig Hartsburg,26,MNS,D,75,10,47,57,5,124,6.9,6,4,0,2,11,36,0,185,5.4,,,hartscr01
226,Kevin Hatcher,19,WSH,D,79,9,10,19,6,119,5.2,8,1,0,1,9,1,0,132,6.8,,,hatchke01
227,Dale Hawerchuk*,22,WIN,C,80,46,59,105,-27,44,7.8,26,18,2,2,33,25,1,313,14.7,,,hawerda01
228,Alan Haworth,25,WSH,C,71,34,39,73,36,72,6.6,27,7,0,5,31,8,0,194,17.5,,,haworal01
229,Randy Heath,21,NYR,LW,1,0,1,1,1,0,0.1,0,0,0,0,1,0,0,1,0.0,,,heathra01
230,Raimo Helminen,21,NYR,C,66,10,30,40,0,10,1.8,6,4,0,2,16,14,0,125,8.0,,,helmira01
231,Dale Henry,21,NYI,LW,7,1,3,4,-1,15,0.1,1,0,0,0,3,0,0,5,20.0,,,henryda01
232,Alan Hepple,22,NJD,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,hepplal01
233,Uli Hiemer,23,NJD,D,50,8,16,24,0,61,3.3,2,6,0,1,9,7,0,100,8.0,,,hiemeul01
234,Tim Higgins,27,NJD,RW,59,9,17,26,8,47,1.0,7,2,0,1,16,1,0,90,10.0,,,higgiti01
235,Randy Hillier,25,PIT,D,28,0,3,3,-3,53,1.0,0,0,0,0,3,0,0,22,0.0,,,hillira01
236,Dan Hodgson,20,TOR,C,40,13,12,25,-5,12,1.5,11,2,0,0,9,3,0,54,24.1,,,hodgsda01
237,Mike Hoffman,22,HAR,LW,6,1,2,3,-1,2,0.1,1,0,0,0,2,0,0,7,14.3,,,hoffmmi01
238,Jim Hofford,21,BUF,D,5,0,0,0,-1,5,0.1,0,0,0,0,0,0,0,3,0.0,,,hoffoji01
239,Dean Hopkins,26,EDM,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,hopkide01
240,Ed Hospodar,26,TOT,D,60,3,3,6,7,146,2.8,2,0,1,0,3,0,0,44,6.8,,,hospoed01
240,Ed Hospodar,26,MNS,D,43,0,2,2,8,91,1.7,0,0,0,0,2,0,0,33,0.0,,,hospoed01
240,Ed Hospodar,26,PHI,D,17,3,1,4,-1,55,1.0,2,0,1,0,1,0,0,11,27.3,,,hospoed01
241,Paul Houck,22,MNS,RW,3,1,0,1,1,0,0.1,1,0,0,0,0,0,0,3,33.3,,,houckpa01
242,Doug Houda,19,DET,D,6,0,0,0,-7,4,-0.2,0,0,0,0,0,0,0,5,0.0,,,houdado01
243,Phil Housley*,21,BUF,D,79,15,47,62,-10,54,7.7,8,7,0,2,25,22,0,180,8.3,,,houslph01
244,Mark Howe*,30,PHI,D,77,24,58,82,87,36,14.5,13,4,7,3,36,19,3,193,12.4,,,howema02
245,Scott Howson,25,NYI,C,10,1,2,3,2,2,0.0,1,0,0,0,2,0,0,8,12.5,,,howsosc01
246,Willie Huber,28,NYR,D,70,7,8,15,-10,85,3.6,6,1,0,2,7,1,0,124,5.6,,,huberwi01
247,Charlie Huddy,26,EDM,D,76,6,35,41,28,55,5.0,5,1,0,0,25,10,0,149,4.0,,,huddych01
248,Pat Hughes,30,BUF,RW,50,4,9,13,-5,25,-0.2,4,0,0,0,8,0,1,51,7.8,,,hughepa01
